sentence,label,text_length,word_count,cleaned_text
@anonymized_account @anonymized_account a ja z biegania. Pozdrawiam!,0,68,7,bieganie pozdrawiać
Ok narazie muszę wyprasować koszulę,0,35,5,narazie musieć wyprasować koszula
"@anonymized_account Orban, jak chcesz mieć stosunki to kup sobie salami.",0,72,10,orban chcieć mieć stosunki kupić sala
@anonymized_account ale chodzi mi o to ze dla Wisly to bez roznicy bo Artego na mistrza nie ma szans wg mnie,0,108,21,chodzić wisly roznica arty mistrz szansa według
Marco Paixao:\nNajwięcej goli w lidze - przeciwko Jagiellonii (9)\nFlavio Paixao:\nNajwięcej goli w lidze - przeciwko Jagiellonii (6),0,133,17,marcoe paixao:\nnajwięcej goli liga przeciwko jagiellonia 9)\nflavio paixao:\nnajwięcej goli liga przeciwko jagiellonia 6
@anonymized_account Ja tam jestem przeciwnikiem Var w takim wydaniu jak to wygląda w pl lidze,0,93,15,przeciwnik vara taki wydanie wyglądać plac liga
"@anonymized_account @anonymized_account @anonymized_account wszyscy są komunistami oprócz Piotrowicza, i tak nie zrozumiesz",0,123,12,komunista oprócz piotrowicz zrozumieć
Nic mnie tak nie wkurwia jak dziecko na korkach które mówi mi what is das po prostu krew mnie zalewa XD,0,103,21,wkurwiać dziecko korko mówić what is das prosty krew zalewać xd
RT @anonymized_account @anonymized_account Pan w kwestii rozdawnictwo pieniędzy podatników raczej nie powinien się wypowiadać.,0,126,14,kwestia rozdawnictwo pieniądz podatnik raczej wypowiadać
Madera w rezerwach ! Nagłośnijcie sprawę bo to przecież niezgodne z przepisami ! @anonymized_account @anonymized_account @anonymized_account @anonymized_account,0,160,17,maderać rezerwa nagłośnijcie sprawa niezgodny przepis
RT @anonymized_account Zakwestionowanie orzeczeń SN oznaczałoby oczywiście również podważenie orzeczenia o stwierdzeniu ważności ostatnich  wyb…,0,144,15,zakwestionowanie orzeczenie sn oznaczać by oczywiście podważeć orzeczenie stwierdzeć ważność ostatni wyb
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Witam fachowca od gastronomii. Następny robiący w wierszówkach.,0,183,14,witać fachowca gastronomia następny robiący wierszówki
ok ale gdzie numer żeby głosować na piotrka cugowskiego za to jak ładnie siedzi w fotelu #TheVoiceOfPoland,0,106,17,numer głosować piotrka cugowskiy ładnie siedzieć fotel thevoiceofpoland
Mama będzie mi obcinać włosy boje się,0,37,7,mama obcinać włos bój
Przez te puszki po piwie jestem największym śmieciarzem w bloku,0,63,10,puszka piwo duży śmieciarz blok
@anonymized_account @anonymized_account A gówno mnie obchodzi na co zgadza się kościół. Won do Watykanu.,1,104,14,gówno obchodzić zgadzać kościół won watykan
"@anonymized_account Wystarczy, że Michniewicz i Matusiak oszukiwali podczas meczów 😂 na to jest zgoda, bo to kumple 😂",0,117,18,wystarczyć Michniewicz matusiak oszukiwać mecz 😂 zgoda kumpel 😂
Ten je...ny Kaczyński znowu nas wydymał😂😂😂😂😂.Te miny są bezcenne.,1,65,9,ny kaczyński wydymać 😂 😂 😂 😂 😂 .te mina bezcenny
@anonymized_account A ja uważam że był dobrym sędzią bo z sezonu na sezon coraz słabszy.A ten błąd to potwierdza.,0,113,19,uważać dobry sędzia sezon sezon słabszy.a błąd potwierdzać
@anonymized_account Biedny sfrustrowany nikt wylewa swoje żale. Tak dawni niby bohaterowie rozmieniający resztki swojego wizerunku na drobne.,0,141,17,biedny sfrustrować nikt wylewać żale dawny niby bohater rozmieniać resztka swój wizerunek drobny
RT @anonymized_account @anonymized_account Już dawno temu strzeliliście sobie w kolano !!!!  😂,0,94,12,dawno strzeliliście kolano 😂
RT @anonymized_account nadeszła wiekopomna chwila ustawa degradacyjna weszła w życie a generał Jaruzelski zostanie szeregowcem ! #woronicza17,1,141,17,nadejść wiekopomny chwila ustawa degradacyjna wejść życie generał jaruzelski zostać szeregowce woronicza17
"@anonymized_account Tym razem to zdjęcie podesłane przez znajomego, nie moje 😄",0,78,11,raz zdjęcie podesłać znajomy 😄
@anonymized_account @anonymized_account @anonymized_account I co obie te mapy mówią to samo?,0,92,11,oba mapa mówić sam
@anonymized_account a sorry to nie ten filmik 😂 tak to jest jak się coś robi i pisze na tt :) @anonymized_account @anonymized_account @anonymized_account @anonymized_account,0,173,24,sorry filmik 😂 robić pisać tt
ale się wkurwiłam  O K,0,22,5,wkurwić być k
@anonymized_account @anonymized_account Po 1989 roku i ciągle trwoniona jest przede wszystkim każda złotówka wydawana z budżetu na kościół.,0,139,18,1989 ciągle trwoniyć każdy złotówka wydawać budżet kościół
"Ta planeta jest nasza lewaki, prawaki też to wiedzą, joł",0,56,10,planeta lewak prawaki wiedzieć joł
@anonymized_account A to chyba szydera 😉,0,40,6,chyba szyderać 😉
"@anonymized_account @anonymized_account Oby, bo ja to inaczej zinterpretowałem.",0,79,8,oby inaczej zinterpretować być
"@anonymized_account Widzę, że  komuś cierpliwość w końcu się wyczerpała.I bardzo dobrze. Dosyć ponoszenia się różnej maści przy błędów.",0,135,18,widzieć ktoś cierpliwość koniec wyczerpała.i dosyć ponoszyć różny maść błąd
"@anonymized_account nie dziwie się, to było dość cwane :)",0,57,9,dziwie cwać
@anonymized_account Na prawo jazdy byłby banalny. Niestety to nie to.,0,69,10,prawo jazda być by banalny niestety
@anonymized_account @anonymized_account @anonymized_account W stop klatkach widać ze jak by to było po stronie drugiej (legi) to karny by był,0,141,20,stop klatka widać strona drugi legi karny
@anonymized_account @anonymized_account Dojenie kasy przez rząd\nKompromitacja Morawieckiego w Niemczech\nKaczyński twórca państwa Polskiego w 2016 roku,0,152,15,dojena kasa rząd\nkompromitacja morawieckiy niemczech\nkaczyński twórca państwo polski 2016
"@anonymized_account Główny powód to brak kasy, trzeba dać bogatym 500+,300+ i być bez godności i honoru",0,103,16,"główny powód brak kasa dać bogaty 500+,300 + godność honor"
powiedzcie jak to jest być ładnym,0,33,6,powiedzcie ładny
"Widziałam dzisiaj swoją elkę, to były czasy 😂",0,45,8,widzieć być swój elka czas 😂
@anonymized_account @anonymized_account z tych słòw wynika że Pan nie wie kto ma być kupcem i że to tylko Pana przypuszczenia,0,125,20,słòwa wynikać kupc przypuścić
@anonymized_account Tzn? O kogoś konkretnego Ci chodzi?,0,55,7,to znaczy ktoś konkretny chodzić
W jakim banku ja mam konto... tego to jeszcze nie było xd,0,57,12,jaki bank konto xd
"@anonymized_account @anonymized_account @anonymized_account Przecież graliśmy na 2 składy, każdy grał po 45 minut ;)",0,116,14,grać być 2 skład grać 45 minuta
@anonymized_account powodzenia! Walczymy do końca 💪,0,51,6,powodzenie walczyć koniec 💪
"@anonymized_account Ok boli, boli. Czarne katabasy, mordercy irlandzkich kobiet i sierot do kruchty i pokutować do końca życia za swoje występki.",0,145,21,boleć boleć czarny katabasa morderca irlandzki kobieta sierot kruchta pokutować koniec życie występek
"@anonymized_account W piątek o 12 to zazwyczaj ludzie pracują, więc nie spodziewam się niestety tłumów.",0,103,15,piątek 12 zazwyczaj człowiek pracować spodziewać niestety tłum
@anonymized_account DOBRA WIADOMOŚĆ DLA L EWACTWA I DLA CIEBIE LISKU PISIORY  44  %  TOTALNI DEBILE 14  %  SUPER!!!!!!,1,118,18,dobry wiadomość lata ewactwo lisko pisiora 44 totalnia debile 14 super
Hehehehehe! Ronaldo nie strzela karnego!!!😁😁😁,0,45,5,hehehehehe ronaldo strzelać karny 😁 😁 😁
"@anonymized_account Nie, HBO Go na darmowym miesiącu 😜",0,54,8,hbo darmowy miesiąc 😜
@anonymized_account raczej ty się powinieneś jebnąć ale nie wiem czy to pomoże,1,78,12,raczej powinien być jebnąć wiedzieć pomóc
RT @anonymized_account @anonymized_account Sprzedawczyk i kapuś patriotą? Stuknij się Lisie(jesteś taki sam) w tą durną łepetynę!,1,129,16,sprzedawczyk kapuś patriota stuknić lisa być ten durny łepetyna
Stare grzechy wróciły. Przy tylu sytuacjach to nie miało prawa tak się skończyć. Szkoda.,0,88,14,stary grzech wrócić tyle sytuacja mieć prawo skończyć szkoda
@anonymized_account Woda chyba zimna bo nikogo w wodzie ;-),0,59,9,woda chyba zimny nikt woda
"- Kochanie, co to jest ten \""spalony\""?\n- Jakby ci to wytłumaczyć? Oo! Widzisz ten spalony kotlet? Trzeba było podać wcześniej.",0,128,20,"kochanie \""spalony\""?\n wytłumaczyć oo widzieć spalić kotlet podać wcześnie"
Co robicie bo mi się nudzi,0,26,6,robić nudzić
Podobno ślina Krystyny Pawłowicz ma być przechowywana w Światowym Banku Nasion w Svalbard.\nJak wzór genetyczny czystego chama.,1,127,17,podobno ślina krystyny pawłowicz przechowywać światowy bank nasiono svalbard.\njak wzór genetyczny czysty cham
"RT @anonymized_account @anonymized_account Jak najszybciej ,należy zdrajcow, konfidentów i szmalcowników, pozbawić obywatelstwa polskiego.",0,138,13,szybko należeć zdrajcow konfident szmalcownik pozbawić obywatelstwo polski
@anonymized_account Jak bedziesz caly czas na tt pisać to tym bardziej nie uśniesz 😂,0,84,14,bedziesz czas tt pisać uśnieć 😂
"@anonymized_account @anonymized_account Starszych od siebie oczywiście, chyba zostałem dobrze zrozumiany 😉",0,106,11,stary siebie oczywiście chyba zostać być zrozumiać 😉
LUDZIE Z BYDGOSZCZY: NAJLEPSZA RESTAURACJA? Rt jeśli chcesz pomoc ulepszyć świat,0,80,11,człowiek bydgoszcz najlepsza restauracja chcieć pomoc ulepszyć świat
@anonymized_account W porozumieniu z @anonymized_account na 100%,0,64,7,porozumienie 100
@anonymized_account @anonymized_account ależ przypadek że akurat błędy na korzyść tych partii hehe :),0,101,13,przypadek akurat błąd korzyść partia hehe
@anonymized_account Komorowski wyciągnąłby wizytówkę banku i doradził odpowiedni kredyt .,0,89,10,komorowski wyciągnąć by wizytówka bank doradzić odpowiedni kredyt
"@anonymized_account Weź przestań. Albo rozmawiamy poważnie, albo rozmawiam z fanboyem Cristiano :)",0,98,12,wziąć przestać rozmawiać poważnie rozmawiać fanboyem cristiać
@anonymized_account po wpisach widze że wy też coś dzisiaj straciliście :) czas :),0,82,13,wpise widze straciliśta czas
@anonymized_account boje się że jakbym napisał że Wisła przegrała 7 meczów z rzędu to też by mnie uznali za hejtera,0,115,20,bój jakby być napisać wisła przegrać 7 mecz rząd uznać hejter
"@anonymized_account @anonymized_account o jakim zachowaniu \""fer\"" mówisz skoro ukrywał się z tym że podpisał kontrakt z Legią ? Możesz rozwinąć ?",0,146,21,"jaki zachowanie \""fer\ mówić skoro ukrywać podpisać kontrakt legia móc rozwinąć"
"@anonymized_account @anonymized_account Niech nam zyje prezes, niech nam żyje do bra władza",0,91,12,zyć prezes żyć bra władza
"Dziś 4. rocznica śmierci mjr K.Woźniaka - żołnierza JW GROM, pierwszego żołnierza WS poległego podczas operacji bojowej. Cześć Jego Pamięci!",0,140,20,4 rocznica śmierć mjr k.woźniak żołnierz jw grom pierwszy żołnierz ws poległego operacja bojowy cześć pamięć
@anonymized_account Bardzo słusznie. Nigdy więcej PiSu.,0,55,6,słusznie pis
"Zapukał umówione 127 razy. Nikt nie otworzył. Wyszedł i spojrzał w okno. Tak, nie mylił się. Na parapecie stały 63 żelazka - znak wpadki.",0,137,24,zapukać umówić 127 raz nikt otworzyć wyjść spojrzeć okno mylić parapet stać 63 żelazka znak wpadki
"Z całym szacunkiem dla Kuby, ale to wygląda, jakby mu wujek kadrą chciał rytm meczowy przywrócić.",0,97,16,cały szacunek kuba wyglądać wujek kadra chcieć rytm meczowy przywrócić
"Czemu jak zawsze się o kogoś martwię to ja dostaje po dupie, i mean nie wiem",0,76,16,ktoś martwić dostawać dupa mean wiedzieć
"Gen Jaruzelski jast taki świerzy, a Kaczyński taki śmierdzący",1,61,9,generał jaruzelski jast świerzy kaczyński śmierdzący
@anonymized_account @anonymized_account Tak ! Tak ! Kto to widział aby aresztować złodziei. Za PO nikt takich głupot nie robił !,0,128,20,widzieć aresztować złodziej nikt głupot robić
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Chce poznać Twoją siostre! 😂,0,128,10,poznać twój siostre 😂
@anonymized_account Spierdzielił ze spotkania po pierwszym pytaniu,0,66,7,spierdzielić spotkanie pierwszy pytanie
@anonymized_account Glowa do góry superbohater jest w drodze @anonymized_account,0,80,9,glowy góra superbohater droga
RT @anonymized_account Poseł Misiło postanowił zakończyć konkurs na debila roku już w marcu #Woronicza17,0,104,14,poseł misić postanowić zakończyć konkurs debil marzec woronicza17
@anonymized_account Przecież to na jedno wychodzi,0,49,6,wychodzić
@anonymized_account @anonymized_account @anonymized_account Polsce szkodzi przede wszystkim banda niedouczonych idiotów pod wodzą starego kretynami z kotem.,0,156,16,Polska szkodzić banda niedouczonych idiot wodzić stary kretyna kot
"@anonymized_account Są takie twarze, które mówią same za siebie.",0,64,9,twarz mówić sam siebie
"@anonymized_account Bo to mistrzostwa świata, a nie superliga 😉",0,63,9,mistrzostwa świat superliga 😉
chłopak z którym miałam jazdy ostatnio zaprosił mnie do znajomych na fb a później pogratulował mi zdania egzaminu idk kinda cute,0,128,21,chłopak mieć być jazda ostatnio zaprosić znajomy fb późno pogratulować zdanie egzamin idk kindo cute
RT @anonymized_account @anonymized_account Sory mam spanko XD,0,61,7,sor spanko xd
@anonymized_account Wściekła cwelica kaczorzyca karakanica jadowita,1,67,6,wściekły cwelica kaczorzyc karakanica Jadowit
RT @anonymized_account KAIN TEŻ ZABIŁ BRATA ALE NIE ŚWIĘTOWAŁ TEGO CO MIESIĄC I NIE STAWIAŁ POMNIKÓW NA TĘ OKOLICZNOŚĆ.,1,119,19,kain zabić brat świętować miesiąc stawiać pomnik okoliczność
@anonymized_account Pokarało Polskę baranami z partii która nie potrafi prawidłowo wypełnić przelewu i ma w plecy 4 mln .,0,121,19,pokarać polska baran partia potrafić prawidłowo wypełnić przelew plecy 4 milion
@anonymized_account No to PO ma problem😁😁😁. Bo Hania wystartuje jako niezależna😁😁😁,0,82,11,problem 😁 😁 😁 hanie wystartować niezależna 😁 😁 😁
"@anonymized_account No, no. Oficera prowadzącego tam nawet mają.",0,64,8,oficerać prowadzić
@anonymized_account a z jakiego powodu ? Raczej świętują,0,56,8,jaki powód raczej świętować
"@anonymized_account od dawna mam chorą, ale to raczej przez intensywny dzień ;-)",0,80,12,dawny chory raczej intensywny dzień
"@anonymized_account Czytam to i sobie myślę, że niektórym to naprawdę odpie....ło i popier....ło w głowach.",0,107,15,czytać myśleć niektóry naprawdę odpać ło popier ło głowa
"@anonymized_account Niestety, bez sensacji, to tylko krem na dłoniach plus ekran smartfona 😥",0,92,13,niestety sensacja krem dłoń plus ekran smartfić 😥
RT @anonymized_account 4 x 400 złoto! Brawo! Polska znów na prowadzeniu w klasyfikacji medalowej . \n#Berlin2018,0,112,16,4 x 400 złoto brawo Polska prowadzić klasyfikacja medalowy \n#berlin2018
@anonymized_account @anonymized_account dzisiejszy wynik Garbarni nie ma żadnego znaczenia,0,90,9,dzisiejszy wynik garbarnia żaden znaczenie
"@anonymized_account Moja polemika nie dotyczy @anonymized_account ,lecz cytowanego przez niego tweeta",0,101,11,polemik dotyczyć cytowan tweet
@anonymized_account @anonymized_account @anonymized_account na szczęście jeszcze kartki potrafimy liczyć,0,104,9,szczęście kartka potrafić liczyć
@anonymized_account eksoprt do Niemiec wiekszy o 10 mld od importu,0,66,10,eksoprt niemiec wiekszy 10 miliard import
"@anonymized_account Blagam, ja bym nie korespondował z @anonymized_account @anonymized_account",0,94,9,blagam korespondować
